ExtensionId,PublisherId,Severity,Category,Comment,Source
humy2833.ftp-simple,humy2833,medium,risky-file-transfer,ftp-simple: simple FTP/SFTP client - stored credentials - file transfer to arbitrary servers,static_list
liximomo.sftp,liximomo,medium,risky-file-transfer,SFTP (liximomo): SFTP/FTP sync with auto-upload on save - stores credentials in .vscode/sftp.json often committed to repos - abandoned by maintainer no security patches,static_list
mkloubert.vscode-deploy-reloaded,mkloubert,medium,risky-file-transfer,Deploy (Reloaded): deploys workspace files to various destinations including FTP SFTP local/network paths - can transfer source code to external servers,static_list
Natizyskunk.sftp,Natizyskunk,medium,risky-file-transfer,SFTP (Natizyskunk): SFTP/FTP sync with auto-upload on save - stores SSH/FTP credentials in workspace settings - can auto-upload source code to external servers,static_list
oorzc.ssh-tools,oorzc,medium,risky-file-transfer,FTP/SFTP/SSH Sync Tool: multiple file transfer protocols with credential storage and auto-sync capabilities,static_list
suntobright.vscode-sftp,suntobright,medium,risky-file-transfer,VS Code SFTP: edit remote Linux files directly in VS Code - direct file system access to remote hosts,static_list
hashicorp.terraform,hashicorp,medium,risky-infrastructure,HashiCorp Terraform: can provision and modify cloud infrastructure directly from VS Code - access to Terraform state files which contain secrets - cloud provider credentials required,static_list
Pulumi.pulumi-vscode,Pulumi,medium,risky-infrastructure,Pulumi: infrastructure as code - create modify and destroy cloud resources from VS Code - access to cloud provider credentials (AWS Azure GCP),static_list
tilt-dev.tiltfile,tilt-dev,medium,risky-infrastructure,Tilt: Kubernetes local development with live updates - deploys to local and remote k8s clusters - manages container builds and deployments,static_list
coder.coder-remote,coder,medium,risky-remote-access,Coder Remote: connect to Coder cloud development environments - remote workspaces outside corporate network - full terminal and filesystem access on remote VMs,static_list
cursor-remote.cursor-remote,cursor-remote,medium,risky-remote-access,CursorRemote: remote control local Cursor AI agent from phone or Telegram - monitor approve and send tasks remotely - out-of-band control channel via Telegram bot,static_list
GitHub.codespaces,GitHub,medium,risky-remote-access,GitHub Codespaces: cloud-hosted development environments with full terminal and network access - code and secrets accessible from cloud VMs outside corporate network,static_list
gitpod.gitpod-desktop,gitpod,medium,risky-remote-access,Gitpod: cloud-hosted development environments outside corporate control - source code accessed from external cloud VMs,static_list
Kelvin.vscode-sshfs,Kelvin,medium,risky-remote-access,SSH FS: mount remote filesystems over SSH directly in VS Code workspace - persistent SSH connections - stored SSH credentials and keys,static_list
ms-vscode-remote.remote-containers,ms-vscode-remote,medium,risky-remote-access,Dev Containers: opens folders inside Docker containers with full VS Code capabilities - can mount host filesystem into containers - container escape risks,static_list
ms-vscode-remote.remote-wsl,ms-vscode-remote,medium,risky-remote-access,WSL: opens folders in Windows Subsystem for Linux - WSL environments may have different security policies than Windows host - accesses Windows filesystem from Linux context,static_list
ms-vscode.remote-explorer,ms-vscode,medium,risky-remote-access,Remote Explorer: unified view of all remote machines accessible via SSH and Tunnels - enumerates and provides quick access to all configured remote targets,static_list
priyankark.AirCodum-app,priyankark,medium,risky-remote-access,AirCodum: smartphone-based remote control for VS Code - control IDE actions and send files from phone - out-of-band remote control channel,static_list
kanin-020.vscode-proxy-manager,kanin-020,medium,risky-tunnel,VSCode Proxy Manager: manage proxy settings - can redirect VS Code network traffic through arbitrary proxies - may bypass corporate proxy controls,static_list
71eb6d78-f65c-69f8-a0fd-58407e50bfc6.market,71eb6d78-f65c-69f8-a0fd-58407e50bfc6,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
71eb6d78-f65c-69f8-a0fd-58407e50bfc6.twilightofthewarriorswalledin,71eb6d78-f65c-69f8-a0fd-58407e50bfc6,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
71eb6d78-f65c-69f8-a0fd-58407e50bfc6.twilightofthewarriorswalledinhdtw,71eb6d78-f65c-69f8-a0fd-58407e50bfc6,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
foba-language.foba-language,foba-language,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
Kiki67.gambling-corner,Kiki67,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
lukasfull.protheus-app-generator,lukasfull,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
qpluslang.qplusos,qpluslang,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
sentinelvs.sentinel-debug,sentinelvs,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
shahul-dev.internal,shahul-dev,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-base64,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-case-converter,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-duplicate-line-highlighter,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-duplicate-line-remover,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-fahh,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-hash-generator,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-http-status,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-json-formatter,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-jwt-decoder,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-kill-port,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-lorem-generator,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-password-generator,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-rage-quit,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-random-data-generator,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-regex-tester,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-remove-empty-lines,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-remove-trailing-spaces,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-tab-killer,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-terminal-cleaner,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-text-sorter,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-timestamp-converter,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-url-encoder,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-uuid,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-word-counter,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMark.slashmark-workspace-reset,SlashMark,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
slashmarkdev.api-tester-by-slashmark-it,slashmarkdev,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
slashmarkdev.env-file-manager-by-slashmark,slashmarkdev,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMarkHub.auto-log-tracker-by-slashmark,SlashMarkHub,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMarkHub.error-explainer-by-slashmark,SlashMarkHub,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMarkHub.global-notes-snippets-by-slashmark,SlashMarkHub,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
SlashMarkITSolutionsOPCPvtLtd.slashmark-json-yaml-converter,SlashMarkITSolutionsOPCPvtLtd,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
toilamanh.claude-usage-pilot-v2,toilamanh,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
vox-studio.vox-language,vox-studio,medium,spam,Removed from VS Marketplace: Spam.,microsoft_removed_packages
sanchuan.glm-copilot,sanchuan,medium,spam-malware,Removed from VS Marketplace: Spam / Malware.,microsoft_removed_packages
sanchuan.kimi-coding-copilot,sanchuan,medium,spam-malware,Removed from VS Marketplace: Spam / Malware.,microsoft_removed_packages
sanchuan.kimi-copilot,sanchuan,medium,spam-malware,Removed from VS Marketplace: Spam / Malware.,microsoft_removed_packages
sanchuan.mimo-copilot,sanchuan,medium,spam-malware,Removed from VS Marketplace: Spam / Malware.,microsoft_removed_packages
sanchuan.minimax-copilot,sanchuan,medium,spam-malware,Removed from VS Marketplace: Spam / Malware.,microsoft_removed_packages
4t-ia.4t-ia,4t-ia,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
adityasanwal.faa-sound,adityasanwal,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
AnujLabs.sound-on-error,AnujLabs,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
AnujLabs.sound-on-file-event,AnujLabs,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Anujlabsv2.sound-on-error-v2,Anujlabsv2,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Anujlabsv2.sound-on-file-event-v2,Anujlabsv2,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
avisharma.faaa,avisharma,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
carrycodeai.carrycode-vscode,carrycodeai,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
claudecodeassist.claudecodeassist,claudecodeassist,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
colan100.antigravity100,colan100,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
colan100.ccbrasil,colan100,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
colan100.gemini100,colan100,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
devpiyushraj.faah-sound-effect,devpiyushraj,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Drake90.library-roblox-api,Drake90,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Exile404.faaah-error-sound,Exile404,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
hajoo.poisoned-extension,hajoo,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
haseeb-raza.terminal-faah,haseeb-raza,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
IZOT-TE-3-FINAL.static-code-parser-FINAL,IZOT-TE-3-FINAL,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
IZOT-TE-3.static-code-parser,IZOT-TE-3,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
LeiaBalan.LeiaBalan,LeiaBalan,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
LeiaBalan.luaulink,LeiaBalan,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
LeiaBalan.roblox-sync,LeiaBalan,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
LeiaBalan.romanager,LeiaBalan,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
mastersam.faaaah-on-fail,mastersam,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
neha-arikatla.terminal-fahhh,neha-arikatla,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
null-Island.your-new-favorite-extension,null-Island,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
quartz.quartz-markdown-editor,quartz,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
RustygoonersandView.skidai,RustygoonersandView,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Sajjad19397.baburao-sound-track,Sajjad19397,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Sajjad19397.brother-ewww-sound,Sajjad19397,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Sajjad19397.faah-error-sound,Sajjad19397,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
shoaibkorai.faaah,shoaibkorai,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
sla-guardian.static-sla-guardian,sla-guardian,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
solidhelium.codeforces-submitter,solidhelium,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
tak-vibecoding.tak,tak-vibecoding,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
takuanporipori.pixelpress,takuanporipori,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
tanmoy-debnath.faaaaaahhh,tanmoy-debnath,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
WhenSunset.chatgpt-china,WhenSunset,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
yasosubin.yasosubin-vscode,yasosubin,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
zhukunpeng.chat-moss,zhukunpeng,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
zhukunpeng.codemoss,zhukunpeng,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
zhukunpeng.vscode-tinypng-pro,zhukunpeng,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.aaahhhhhh-sound-error,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.AnimeAAhhhh-sound-error,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.cat-laugh-error,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.chicken-on-tree-screaming,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.faah-sound-error,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.kyu-re-madarchod-cid-error,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.laughing-dog-meme-error,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.maakabhosraaag-terminal-error,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.makabhosda-aag-sound-error,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.perfect-fart-error,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.shah-rukh-khan-error,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.siuuuuu-error,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
Zubair.yooooooooooooooooooooooooo-error,Zubair,medium,untrustworthy,Removed from VS Marketplace: Untrustworthy.,microsoft_removed_packages
abhiagr.livs,abhiagr,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
azure-dev.azure-cli-helper,azure-dev,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
jamiewest.theme-light-vs-mac,jamiewest,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
JohnAaronNelson.ForceCode,JohnAaronNelson,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
JohnAaronNelson.visualforce,JohnAaronNelson,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
jRichardeau.vscode-vsproj,jRichardeau,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
jsayol.firebase-explorer,jsayol,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
kast789.visual-studio-2022-theme,kast789,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
kast789.vs-2019-theme,kast789,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
lakshits11.fresh-material-theme,lakshits11,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
ShayanAhmedKhan.visual-studio-themes,ShayanAhmedKhan,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
Smartie.hacknet-vscode,Smartie,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
spmeesseman.vscode-vslauncher,spmeesseman,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
v-test-publisher.vscode-azure-functions-remote-web-test,v-test-publisher,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
vfd.vs2017-light-theme,vfd,low,copyright-violation,Removed from VS Marketplace: Copyright violation.,microsoft_removed_packages
humao.rest-client,humao,low,risky-api-client,REST Client: send HTTP requests directly from VS Code - can interact with any API endpoint - auth credentials stored in .http files often committed to repos,static_list
boto3.vscode-boto3,boto3,low,risky-cloud-access,AWS boto3: Python AWS SDK integration - autocomplete for AWS API calls - used with AWS credentials for cloud resource management,static_list
ritwickdey.LiveServer,ritwickdey,low,risky-code-execution,Live Server: launches local HTTP/HTTPS server exposing workspace files - serves files on a network-accessible port - can expose source code and sensitive files to the local network,static_list
eamodio.gitlens,eamodio,low,risky-git-access,GitLens: supercharged Git capabilities - full access to git history commits and diffs - can access all repository data including historical secrets committed and later removed,static_list
GitHub.vscode-pull-request-github,GitHub,low,risky-git-access,GitHub Pull Requests: manages PRs and issues from VS Code - GitHub OAuth token access - can create modify and merge pull requests,static_list
redhat.vscode-xml,redhat,low,risky-infrastructure,YAML/XML with schema validation (Red Hat): not directly risky but commonly used for Kubernetes and cloud infrastructure configuration - may expose infrastructure details,static_list
ms-vscode-remote.remote-ssh-edit,ms-vscode-remote,low,risky-remote-access,Remote - SSH: Editing Configuration Files: edits SSH configuration files directly - modifies SSH host configurations,static_list
